wallet_address,total_tx,duration_days,tx_per_day,total_deposit_usd,total_borrow_usd,total_repay_usd,total_redeem_usd,repay_ratio,redeem_ratio,num_liquidations,num_deposits,num_borrows,num_repays,num_redeems,active_days,credit_score
0x0000000506063a51c6ce59906d8c40f7d7fe92a7,69,31,2.225806451612903,7.999916941682947e+23,5.975019617796154e+23,5.97568679828446e+23,8.010729370227363e+23,1.0,1.0,0,"wallet_address
0x0000000506063a51c6ce59906d8c40f7d7fe92a7    26
Name: num_deposits, dtype: int64","wallet_address
0x0000000506063a51c6ce59906d8c40f7d7fe92a7    24
Name: num_borrows, dtype: int64","wallet_address
0x0000000506063a51c6ce59906d8c40f7d7fe92a7    9
Name: num_repays, dtype: int64","wallet_address
0x0000000506063a51c6ce59906d8c40f7d7fe92a7    10
Name: num_redeems, dtype: int64","wallet_address
0x0000000506063a51c6ce59906d8c40f7d7fe92a7    69
Name: active_days, dtype: int64",722.258064516129
0x00000029ff545c86524ade7caf132527707948c4,47,3,15.666666666666666,3.2546605034654667e+24,1.759512594809414e+24,1.743593934185973e+24,3.233387269617574e+24,0.9909528009799978,0.9934637625567272,0,"wallet_address
0x00000029ff545c86524ade7caf132527707948c4    12
Name: num_deposits, dtype: int64","wallet_address
0x00000029ff545c86524ade7caf132527707948c4    12
Name: num_borrows, dtype: int64","wallet_address
0x00000029ff545c86524ade7caf132527707948c4    12
Name: num_repays, dtype: int64","wallet_address
0x00000029ff545c86524ade7caf132527707948c4    11
Name: num_redeems, dtype: int64","wallet_address
0x00000029ff545c86524ade7caf132527707948c4    47
Name: active_days, dtype: int64",801.5583436463276
0x00000087c4cebffb95746d1935de7fbcab092f40,250,101,2.4752475247524752,2.2169199416626406e+22,2.3164201034194218e+22,1.1991513226122326e+21,3.85368078068542e+18,0.0517674372123642,0.0001738303990262,0,"wallet_address
0x00000087c4cebffb95746d1935de7fbcab092f40    86
Name: num_deposits, dtype: int64","wallet_address
0x00000087c4cebffb95746d1935de7fbcab092f40    62
Name: num_borrows, dtype: int64","wallet_address
0x00000087c4cebffb95746d1935de7fbcab092f40    45
Name: num_repays, dtype: int64","wallet_address
0x00000087c4cebffb95746d1935de7fbcab092f40    57
Name: num_redeems, dtype: int64","wallet_address
0x00000087c4cebffb95746d1935de7fbcab092f40    247
Name: active_days, dtype: int64",919.5583484863857
0x000000e28faa823d5b53ff6c2922c28335840375,297,138,2.152173913043478,3.134059613762208e+24,2.5596788392218024e+24,1.852344056814564e+24,2.595897731743287e+24,0.7236626831582187,0.8282860097313539,0,"wallet_address
0x000000e28faa823d5b53ff6c2922c28335840375    107
Name: num_deposits, dtype: int64","wallet_address
0x000000e28faa823d5b53ff6c2922c28335840375    66
Name: num_borrows, dtype: int64","wallet_address
0x000000e28faa823d5b53ff6c2922c28335840375    63
Name: num_repays, dtype: int64","wallet_address
0x000000e28faa823d5b53ff6c2922c28335840375    61
Name: num_redeems, dtype: int64","wallet_address
0x000000e28faa823d5b53ff6c2922c28335840375    297
Name: active_days, dtype: int64",766.3268698414774
0x000006eee6e39015cb523aebdd4d0b1855aba682,28,42,0.6666666666666666,4.284915292921578e+22,2.300705925998673e+22,2.3151274780815503e+22,5.0131143487608135e+22,1.0,1.0,3,"wallet_address
0x000006eee6e39015cb523aebdd4d0b1855aba682    11
Name: num_deposits, dtype: int64","wallet_address
0x000006eee6e39015cb523aebdd4d0b1855aba682    4
Name: num_borrows, dtype: int64","wallet_address
0x000006eee6e39015cb523aebdd4d0b1855aba682    1
Name: num_repays, dtype: int64","wallet_address
0x000006eee6e39015cb523aebdd4d0b1855aba682    9
Name: num_redeems, dtype: int64","wallet_address
0x000006eee6e39015cb523aebdd4d0b1855aba682    28
Name: active_days, dtype: int64",556.6666666666666
0x00000a9c78912badb92d73b6ed26456e11def5eb,1,1,1.0,1692754.312777331,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x00000a9c78912badb92d73b6ed26456e11def5eb    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x00000a9c78912badb92d73b6ed26456e11def5eb    1
Name: active_days, dtype: int64",610.0
0x00001bc47f0973f794f79c16121cee879e272d6a,4,48,0.0833333333333333,0.0,0.0,0.0,53501440123.14357,1.0,1.0,0,"Series([], Name: num_deposits, dtype: int64)","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","wallet_address
0x00001bc47f0973f794f79c16121cee879e272d6a    4
Name: num_redeems, dtype: int64","wallet_address
0x00001bc47f0973f794f79c16121cee879e272d6a    4
Name: active_days, dtype: int64",300.8333333333333
0x00002b503a75998c97508916a74fdb41934fa030,147,126,1.1666666666666667,2.2937294172388544e+24,6.178981819947749e+23,4.271477856461843e+23,1.5775225802578294e+24,0.6912915397601807,0.6877544353757382,0,"wallet_address
0x00002b503a75998c97508916a74fdb41934fa030    27
Name: num_deposits, dtype: int64","wallet_address
0x00002b503a75998c97508916a74fdb41934fa030    47
Name: num_borrows, dtype: int64","wallet_address
0x00002b503a75998c97508916a74fdb41934fa030    45
Name: num_repays, dtype: int64","wallet_address
0x00002b503a75998c97508916a74fdb41934fa030    28
Name: num_redeems, dtype: int64","wallet_address
0x00002b503a75998c97508916a74fdb41934fa030    146
Name: active_days, dtype: int64",773.7620691530748
0x0000897253cc85f7547317eb2080b36b3255687a,2,4,0.5,4.6618576206638966e+20,0.0,0.0,4.6553240002876506e+20,1.0,0.998598494225288,0,"wallet_address
0x0000897253cc85f7547317eb2080b36b3255687a    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","wallet_address
0x0000897253cc85f7547317eb2080b36b3255687a    1
Name: num_redeems, dtype: int64","wallet_address
0x0000897253cc85f7547317eb2080b36b3255687a    2
Name: active_days, dtype: int64",505.1401505774712
0x0000b252c943089fbba5554a1d196ef79bc77e4f,1,1,1.0,1116218.296466259,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x0000b252c943089fbba5554a1d196ef79bc77e4f    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x0000b252c943089fbba5554a1d196ef79bc77e4f    1
Name: active_days, dtype: int64",610.0
0x0000ce08fa224696a819877070bf378e8b131acf,14,76,0.1842105263157894,1.967476047132329e+18,1.257932658028036e+21,0.0,1.492514578981658e+21,0.0,1.0,0,"wallet_address
0x0000ce08fa224696a819877070bf378e8b131acf    3
Name: num_deposits, dtype: int64","wallet_address
0x0000ce08fa224696a819877070bf378e8b131acf    1
Name: num_borrows, dtype: int64","Series([], Name: num_repays, dtype: int64)","wallet_address
0x0000ce08fa224696a819877070bf378e8b131acf    10
Name: num_redeems, dtype: int64","wallet_address
0x0000ce08fa224696a819877070bf378e8b131acf    14
Name: active_days, dtype: int64",601.8421052631579
0x00010a708585ba4812a1c5976182626c75cb7a6b,29,80,0.3625,1.143529118181716e+21,3.0268740162206374e+20,3.0236267435993026e+20,2.159702780640753e+19,0.9989271860659106,0.0188862945971574,0,"wallet_address
0x00010a708585ba4812a1c5976182626c75cb7a6b    9
Name: num_deposits, dtype: int64","wallet_address
0x00010a708585ba4812a1c5976182626c75cb7a6b    6
Name: num_borrows, dtype: int64","wallet_address
0x00010a708585ba4812a1c5976182626c75cb7a6b    7
Name: num_repays, dtype: int64","wallet_address
0x00010a708585ba4812a1c5976182626c75cb7a6b    7
Name: num_redeems, dtype: int64","wallet_address
0x00010a708585ba4812a1c5976182626c75cb7a6b    27
Name: active_days, dtype: int64",801.8436519336932
0x00016fc0c9f7620e920e1423fd455f9574f48025,2,2,1.0,3.1457592760046474e+18,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x00016fc0c9f7620e920e1423fd455f9574f48025    2
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x00016fc0c9f7620e920e1423fd455f9574f48025    2
Name: active_days, dtype: int64",610.0
0x0002761e848b24046a53d494847b11a3e1d36b09,1,1,1.0,1.0022621744374796e+18,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x0002761e848b24046a53d494847b11a3e1d36b09    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x0002761e848b24046a53d494847b11a3e1d36b09    1
Name: active_days, dtype: int64",610.0
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,2,8,0.25,1011250.6095471126,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x00027e45436f11ec8549b7d5e0b86748ee61c13d    2
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x00027e45436f11ec8549b7d5e0b86748ee61c13d    2
Name: active_days, dtype: int64",602.5
0x0003816b25fd3d6c112eb65c089760fa3f791947,4,1,4.0,7.122699059900504e+21,2.946593000000001e+21,2.946950500000006e+21,7.118472277000015e+21,1.0,0.999406575672376,0,"wallet_address
0x0003816b25fd3d6c112eb65c089760fa3f791947    1
Name: num_deposits, dtype: int64","wallet_address
0x0003816b25fd3d6c112eb65c089760fa3f791947    1
Name: num_borrows, dtype: int64","wallet_address
0x0003816b25fd3d6c112eb65c089760fa3f791947    1
Name: num_repays, dtype: int64","wallet_address
0x0003816b25fd3d6c112eb65c089760fa3f791947    1
Name: num_redeems, dtype: int64","wallet_address
0x0003816b25fd3d6c112eb65c089760fa3f791947    4
Name: active_days, dtype: int64",740.0593424327624
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,37,101,0.3663366336633663,3.317100770436774e+19,917402818.3810866,0.0,5.187095166549087e+20,0.0,1.0,0,"wallet_address
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5    12
Name: num_deposits, dtype: int64","wallet_address
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5    5
Name: num_borrows, dtype: int64","Series([], Name: num_repays, dtype: int64)","wallet_address
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5    20
Name: num_redeems, dtype: int64","wallet_address
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5    31
Name: active_days, dtype: int64",603.6633663366337
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,2,1,2.0,1049493536.649711,0.0,0.0,1049493771.5306416,1.0,1.0,0,"wallet_address
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","wallet_address
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b    1
Name: num_redeems, dtype: int64","wallet_address
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b    2
Name: active_days, dtype: int64",520.0
0x0003f46779806fe779e7f30eec95dbdb4d45840b,24,83,0.2891566265060241,2186046136.065428,2095927039.250547,1474267220.1061497,1399922022.756632,0.7033962502021598,0.6403899714926843,0,"wallet_address
0x0003f46779806fe779e7f30eec95dbdb4d45840b    8
Name: num_deposits, dtype: int64","wallet_address
0x0003f46779806fe779e7f30eec95dbdb4d45840b    6
Name: num_borrows, dtype: int64","wallet_address
0x0003f46779806fe779e7f30eec95dbdb4d45840b    5
Name: num_repays, dtype: int64","wallet_address
0x0003f46779806fe779e7f30eec95dbdb4d45840b    5
Name: num_redeems, dtype: int64","wallet_address
0x0003f46779806fe779e7f30eec95dbdb4d45840b    15
Name: active_days, dtype: int64",768.5129440955758
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,10,83,0.1204819277108433,994062140.2142456,505675140.2199634,543485405.5313201,1335642853.224851,1.0,1.0,0,"wallet_address
0x0004849537dab5c33fc8c494d05313dfbe2d99f3    2
Name: num_deposits, dtype: int64","wallet_address
0x0004849537dab5c33fc8c494d05313dfbe2d99f3    3
Name: num_borrows, dtype: int64","wallet_address
0x0004849537dab5c33fc8c494d05313dfbe2d99f3    1
Name: num_repays, dtype: int64","wallet_address
0x0004849537dab5c33fc8c494d05313dfbe2d99f3    4
Name: num_redeems, dtype: int64","wallet_address
0x0004849537dab5c33fc8c494d05313dfbe2d99f3    10
Name: active_days, dtype: int64",701.2048192771084
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,2,1,2.0,2.741759361949003e+21,518312732.4254524,0.0,0.0,0.0,0.0,0,"wallet_address
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b    1
Name: num_deposits, dtype: int64","wallet_address
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b    1
Name: num_borrows, dtype: int64","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b    2
Name: active_days, dtype: int64",720.0
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,6,1,6.0,3.539571748035012e+19,2.265325918742408e+19,2.265325918742408e+19,3.539570332206313e+19,1.0,0.9999996,0,"wallet_address
0x0004d4112ee696dabc22b221bef156ecdaeb1a59    2
Name: num_deposits, dtype: int64","wallet_address
0x0004d4112ee696dabc22b221bef156ecdaeb1a59    1
Name: num_borrows, dtype: int64","wallet_address
0x0004d4112ee696dabc22b221bef156ecdaeb1a59    1
Name: num_repays, dtype: int64","wallet_address
0x0004d4112ee696dabc22b221bef156ecdaeb1a59    2
Name: num_redeems, dtype: int64","wallet_address
0x0004d4112ee696dabc22b221bef156ecdaeb1a59    4
Name: active_days, dtype: int64",760.00004
0x0005696d4be2359526c497fe4a4c0620b41f2426,7,1,7.0,7.356873206985615e+20,593761137.6147482,592953002.1211905,8.498608343363275e+20,0.9986389552256584,1.0,0,"wallet_address
0x0005696d4be2359526c497fe4a4c0620b41f2426    1
Name: num_deposits, dtype: int64","wallet_address
0x0005696d4be2359526c497fe4a4c0620b41f2426    1
Name: num_borrows, dtype: int64","wallet_address
0x0005696d4be2359526c497fe4a4c0620b41f2426    1
Name: num_repays, dtype: int64","wallet_address
0x0005696d4be2359526c497fe4a4c0620b41f2426    4
Name: num_redeems, dtype: int64","wallet_address
0x0005696d4be2359526c497fe4a4c0620b41f2426    5
Name: active_days, dtype: int64",770.1361044774342
0x000660cad76200a2e326f53e033919905e6c50f5,1,1,1.0,1064852.57555633,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x000660cad76200a2e326f53e033919905e6c50f5    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x000660cad76200a2e326f53e033919905e6c50f5    1
Name: active_days, dtype: int64",610.0
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,1,1.0,1.1536765310394422e+18,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54    1
Name: active_days, dtype: int64",610.0
0x00080000158a9930aeb508823103b0a977161c47,2,10,0.2,2.617513598912143e+18,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x00080000158a9930aeb508823103b0a977161c47    2
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x00080000158a9930aeb508823103b0a977161c47    2
Name: active_days, dtype: int64",602.0
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,8,0.25,1.0581473433072288e+18,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x00099b1263c22ae2ce0a52624cef2a012e751970    2
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x00099b1263c22ae2ce0a52624cef2a012e751970    2
Name: active_days, dtype: int64",602.5
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,1,1.0,3.244684715600005e+16,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x0009ce45d5df78e632a0b4987079432dfba2253a    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x0009ce45d5df78e632a0b4987079432dfba2253a    1
Name: active_days, dtype: int64",610.0
0x000a27ba176083e4b50177378cbe7469a00dd557,12,34,0.3529411764705882,277884997.2393591,160386310.03803742,160225817.57470167,276874386.0723702,0.9989993381399092,0.9963632035661198,0,"wallet_address
0x000a27ba176083e4b50177378cbe7469a00dd557    4
Name: num_deposits, dtype: int64","wallet_address
0x000a27ba176083e4b50177378cbe7469a00dd557    2
Name: num_borrows, dtype: int64","wallet_address
0x000a27ba176083e4b50177378cbe7469a00dd557    2
Name: num_repays, dtype: int64","wallet_address
0x000a27ba176083e4b50177378cbe7469a00dd557    4
Name: num_redeems, dtype: int64","wallet_address
0x000a27ba176083e4b50177378cbe7469a00dd557    9
Name: active_days, dtype: int64",703.9931575941029
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,43,26,1.6538461538461535,1.932663909054446e+22,7.356464165297408e+19,13381494379.508398,3.274390425565993e+22,1.8190116989399358e-10,1.0,0,"wallet_address
0x000a3d1bef684a7c029267a26068de56b1c1b4dc    18
Name: num_deposits, dtype: int64","wallet_address
0x000a3d1bef684a7c029267a26068de56b1c1b4dc    8
Name: num_borrows, dtype: int64","wallet_address
0x000a3d1bef684a7c029267a26068de56b1c1b4dc    5
Name: num_repays, dtype: int64","wallet_address
0x000a3d1bef684a7c029267a26068de56b1c1b4dc    12
Name: num_redeems, dtype: int64","wallet_address
0x000a3d1bef684a7c029267a26068de56b1c1b4dc    43
Name: active_days, dtype: int64",816.5384615202714
0x000ab43e658935ba39504a1424b01756c1e9644c,2,1,2.0,1.1365237938343968e+17,1.1365237938343968e+16,0.0,0.0,0.0,0.0,0,"wallet_address
0x000ab43e658935ba39504a1424b01756c1e9644c    1
Name: num_deposits, dtype: int64","wallet_address
0x000ab43e658935ba39504a1424b01756c1e9644c    1
Name: num_borrows, dtype: int64","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x000ab43e658935ba39504a1424b01756c1e9644c    2
Name: active_days, dtype: int64",720.0
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,124,0.6209677419354839,2.735115444784605e+20,0.0,0.0,3.4796847426715864e+20,1.0,1.0,0,"wallet_address
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb    49
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","wallet_address
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb    28
Name: num_redeems, dtype: int64","wallet_address
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb    77
Name: active_days, dtype: int64",506.2096774193548
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,1,4.0,5.480588573862458e+21,2.366767191230522e+21,2.366767191230522e+21,5.480588573862458e+21,1.0,1.0,0,"wallet_address
0x000c8e2871750f458bf1de8ab528dda09bc95db6    1
Name: num_deposits, dtype: int64","wallet_address
0x000c8e2871750f458bf1de8ab528dda09bc95db6    1
Name: num_borrows, dtype: int64","wallet_address
0x000c8e2871750f458bf1de8ab528dda09bc95db6    1
Name: num_repays, dtype: int64","wallet_address
0x000c8e2871750f458bf1de8ab528dda09bc95db6    1
Name: num_redeems, dtype: int64","wallet_address
0x000c8e2871750f458bf1de8ab528dda09bc95db6    4
Name: active_days, dtype: int64",740.0
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,67,1.0597014925373134,1.876106304033217e+20,963876514.6793132,933097790.0335208,1.74357430362055e+20,0.968067771984223,0.929357947293417,0,"wallet_address
0x000cdb5d7a2cda2947603f2993f05db57e3197dc    20
Name: num_deposits, dtype: int64","wallet_address
0x000cdb5d7a2cda2947603f2993f05db57e3197dc    20
Name: num_borrows, dtype: int64","wallet_address
0x000cdb5d7a2cda2947603f2993f05db57e3197dc    17
Name: num_repays, dtype: int64","wallet_address
0x000cdb5d7a2cda2947603f2993f05db57e3197dc    14
Name: num_redeems, dtype: int64","wallet_address
0x000cdb5d7a2cda2947603f2993f05db57e3197dc    71
Name: active_days, dtype: int64",720.8544429976091
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,31,0.1935483870967742,2.821056376025053e+20,40102676.334020846,40314333.39845018,0.0,1.0,0.0,0,"wallet_address
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e    4
Name: num_deposits, dtype: int64","wallet_address
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e    1
Name: num_borrows, dtype: int64","wallet_address
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e    1
Name: num_repays, dtype: int64","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e    6
Name: active_days, dtype: int64",801.9354838709677
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1,1.0,1218108806215370.8,0.0,0.0,0.0,1.0,0.0,0,"wallet_address
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636    1
Name: num_deposits, dtype: int64","Series([], Name: num_borrows, dtype: int64)","Series([], Name: num_repays, dtype: int64)","Series([], Name: num_redeems, dtype: int64)","wallet_address
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636    1
Name: active_days, dtype: int64",610.0
